MS4644B
!8/20/2026.12:02:34.AM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             
!GRAPH:       ,LOGMAG            ,LOGMAG            ,LOGMAG            ,LOGMAG            
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     
!Reference Plane Port Info
!PORT:        ,PORT1             ,PORT2             
!DISTANCE:    ,0  m              ,0  m              
!TIME:        ,0  s              ,0  s              
!PHASE OFFSET:,0  deg.           ,0  deg.           
!LOSS:        ,0  dB             ,0  dB             
!REF.LOSS:    ,0  dB             ,0  dB             
!REF.FREQ:    ,0  Hz             ,0  Hz             
!Power Info
!POWER:       ,5  dBm            ,5  dBm            
!EFF.POWER:   ,5  dBm            ,5  dBm            
!SOURCE.ATTEN:,0  dB             ,0  dB             
!TEST.ATTEN:  ,0  dB             ,0  dB             
!SWEEPTYPE: FREQ.SWEEP(Linear)
!
!
!
!
!
!
!
!
!
!
!
!
PNT,FREQ1.GHZ,LOGMAG1,FREQ2.GHZ,LOGMAG2,FREQ3.GHZ,LOGMAG3,FREQ4.GHZ,LOGMAG4
28,29.700000000,-3.027076E+001,29.700000000,-5.269938E+000,29.700000000,-5.264272E+000,29.700000000,-2.060889E+001
29,29.800000000,-2.474681E+001,29.800000000,-5.271107E+000,29.800000000,-5.274556E+000,29.800000000,-1.956968E+001
30,29.900000000,-2.178323E+001,29.900000000,-5.307035E+000,29.900000000,-5.296316E+000,29.900000000,-1.765548E+001
31,30.000000000,-2.522451E+001,30.000000000,-5.280814E+000,30.000000000,-5.285729E+000,30.000000000,-1.889894E+001
32,30.100000000,-2.794580E+001,30.100000000,-5.318932E+000,30.100000000,-5.335031E+000,30.100000000,-1.971786E+001
33,30.200000000,-2.353190E+001,30.200000000,-5.320107E+000,30.200000000,-5.352736E+000,30.200000000,-1.936763E+001
34,30.300000000,-2.182847E+001,30.300000000,-5.345449E+000,30.300000000,-5.379448E+000,30.300000000,-1.803685E+001
35,30.400000000,-2.462173E+001,30.400000000,-5.358618E+000,30.400000000,-5.400449E+000,30.400000000,-2.044796E+001
36,30.500000000,-2.804768E+001,30.500000000,-5.372856E+000,30.500000000,-5.422499E+000,30.500000000,-2.052475E+001
37,30.600000000,-2.299237E+001,30.600000000,-5.395470E+000,30.600000000,-5.445714E+000,30.600000000,-2.139708E+001
38,30.700000000,-2.077919E+001,30.700000000,-5.449576E+000,30.700000000,-5.493738E+000,30.700000000,-1.819280E+001
39,30.800000000,-2.479773E+001,30.800000000,-5.425990E+000,30.800000000,-5.490260E+000,30.800000000,-2.157095E+001
40,30.900000000,-2.817773E+001,30.900000000,-5.426526E+000,30.900000000,-5.510392E+000,30.900000000,-2.042640E+001
41,31.000000000,-2.360201E+001,31.000000000,-5.497749E+000,31.000000000,-5.546350E+000,31.000000000,-2.004778E+001
42,31.100000000,-2.208820E+001,31.100000000,-5.530396E+000,31.100000000,-5.586703E+000,31.100000000,-1.818146E+001
43,31.200000000,-2.517452E+001,31.200000000,-5.469828E+000,31.200000000,-5.619578E+000,31.200000000,-1.944822E+001
44,31.300000000,-2.781545E+001,31.300000000,-5.524387E+000,31.300000000,-5.565208E+000,31.300000000,-2.114317E+001
45,31.400000000,-2.418826E+001,31.400000000,-5.493376E+000,31.400000000,-5.568866E+000,31.400000000,-1.908117E+001
46,31.500000000,-2.293009E+001,31.500000000,-5.616437E+000,31.500000000,-5.589494E+000,31.500000000,-2.003126E+001
47,31.600000000,-2.489282E+001,31.600000000,-5.532000E+000,31.600000000,-5.548575E+000,31.600000000,-2.028097E+001
48,31.700000000,-2.719472E+001,31.700000000,-5.608539E+000,31.700000000,-5.554510E+000,31.700000000,-2.832235E+001
49,31.800000000,-2.465247E+001,31.800000000,-5.542177E+000,31.800000000,-5.544575E+000,31.800000000,-2.199083E+001
50,31.900000000,-2.278215E+001,31.900000000,-5.616233E+000,31.900000000,-5.631759E+000,31.900000000,-2.519542E+001
51,32.000000000,-2.380132E+001,32.000000000,-5.691300E+000,32.000000000,-5.662710E+000,32.000000000,-2.429836E+001
