MS4644B
!8/20/2026.7:08:01.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             
!GRAPH:       ,LOGMAG            ,LOGMAG            ,LOGMAG            ,LOGMAG            
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     
!Reference Plane Port Info
!PORT:        ,PORT1             ,PORT2             
!DISTANCE:    ,0  m              ,0  m              
!TIME:        ,0  s              ,0  s              
!PHASE OFFSET:,0  deg.           ,0  deg.           
!LOSS:        ,0  dB             ,0  dB             
!REF.LOSS:    ,0  dB             ,0  dB             
!REF.FREQ:    ,0  Hz             ,0  Hz             
!Power Info
!POWER:       ,5  dBm            ,5  dBm            
!EFF.POWER:   ,5  dBm            ,5  dBm            
!SOURCE.ATTEN:,0  dB             ,0  dB             
!TEST.ATTEN:  ,0  dB             ,0  dB             
!SWEEPTYPE: FREQ.SWEEP(Linear)
!
!
!
!
!
!
!
!
!
!
!
!
PNT,FREQ1.GHZ,LOGMAG1,FREQ2.GHZ,LOGMAG2,FREQ3.GHZ,LOGMAG3,FREQ4.GHZ,LOGMAG4
20,28.900000000,-3.424754E+001,28.900000000,-5.743429E+000,28.900000000,-5.759326E+000,28.900000000,-2.781069E+001
21,29.000000000,-5.012606E+001,29.000000000,-5.767343E+000,29.000000000,-5.756345E+000,29.000000000,-3.031146E+001
22,29.100000000,-3.160538E+001,29.100000000,-5.748808E+000,29.100000000,-5.754484E+000,29.100000000,-2.710146E+001
23,29.200000000,-2.954607E+001,29.200000000,-5.776822E+000,29.200000000,-5.811901E+000,29.200000000,-2.585506E+001
24,29.300000000,-3.815081E+001,29.300000000,-5.800381E+000,29.300000000,-5.777341E+000,29.300000000,-2.802625E+001
25,29.400000000,-3.654305E+001,29.400000000,-5.782589E+000,29.400000000,-5.784033E+000,29.400000000,-2.861809E+001
26,29.500000000,-3.164912E+001,29.500000000,-5.825910E+000,29.500000000,-5.872855E+000,29.500000000,-2.624152E+001
27,29.600000000,-3.595552E+001,29.600000000,-5.825134E+000,29.600000000,-5.844020E+000,29.600000000,-2.791723E+001
28,29.700000000,-4.046955E+001,29.700000000,-5.836343E+000,29.700000000,-5.817662E+000,29.700000000,-2.794024E+001
29,29.800000000,-3.334739E+001,29.800000000,-5.860252E+000,29.800000000,-5.873191E+000,29.800000000,-2.890577E+001
30,29.900000000,-3.059191E+001,29.900000000,-5.856594E+000,29.900000000,-5.928135E+000,29.900000000,-2.851356E+001
31,30.000000000,-3.813807E+001,30.000000000,-5.874876E+000,30.000000000,-5.851635E+000,30.000000000,-2.862358E+001
32,30.100000000,-4.197466E+001,30.100000000,-5.876658E+000,30.100000000,-5.907524E+000,30.100000000,-3.018806E+001
33,30.200000000,-3.067109E+001,30.200000000,-5.912990E+000,30.200000000,-5.985215E+000,30.200000000,-2.743071E+001
34,30.300000000,-3.002949E+001,30.300000000,-5.914217E+000,30.300000000,-5.909630E+000,30.300000000,-2.729230E+001
35,30.400000000,-3.412424E+001,30.400000000,-5.909741E+000,30.400000000,-5.941746E+000,30.400000000,-2.804370E+001
36,30.500000000,-3.635965E+001,30.500000000,-5.935188E+000,30.500000000,-5.992556E+000,30.500000000,-3.082660E+001
37,30.600000000,-2.950627E+001,30.600000000,-5.946194E+000,30.600000000,-5.955822E+000,30.600000000,-2.986035E+001
38,30.700000000,-2.839221E+001,30.700000000,-5.955061E+000,30.700000000,-5.894773E+000,30.700000000,-2.824187E+001
39,30.800000000,-3.194426E+001,30.800000000,-5.955021E+000,30.800000000,-5.985717E+000,30.800000000,-3.407473E+001
40,30.900000000,-3.290043E+001,30.900000000,-5.979829E+000,30.900000000,-6.034369E+000,30.900000000,-3.152584E+001
41,31.000000000,-2.844474E+001,31.000000000,-5.962930E+000,31.000000000,-5.974065E+000,31.000000000,-2.944040E+001
42,31.100000000,-2.967752E+001,31.100000000,-5.988915E+000,31.100000000,-5.985450E+000,31.100000000,-2.740616E+001
43,31.200000000,-3.735743E+001,31.200000000,-6.014920E+000,31.200000000,-5.963656E+000,31.200000000,-2.841530E+001
44,31.300000000,-3.009626E+001,31.300000000,-5.996469E+000,31.300000000,-5.981229E+000,31.300000000,-2.772427E+001
45,31.400000000,-2.725004E+001,31.400000000,-6.058712E+000,31.400000000,-6.034929E+000,31.400000000,-2.670131E+001
46,31.500000000,-3.264571E+001,31.500000000,-6.030016E+000,31.500000000,-6.032115E+000,31.500000000,-2.805306E+001
47,31.600000000,-5.292757E+001,31.600000000,-6.065214E+000,31.600000000,-6.085692E+000,31.600000000,-2.616681E+001
48,31.700000000,-3.165362E+001,31.700000000,-6.043561E+000,31.700000000,-5.983042E+000,31.700000000,-2.790142E+001
49,31.800000000,-2.920561E+001,31.800000000,-6.083810E+000,31.800000000,-5.978897E+000,31.800000000,-2.766420E+001
50,31.900000000,-3.216582E+001,31.900000000,-6.116735E+000,31.900000000,-6.160094E+000,31.900000000,-2.572435E+001
51,32.000000000,-4.054257E+001,32.000000000,-6.099284E+000,32.000000000,-5.994835E+000,32.000000000,-2.662641E+001
