MS4644B
!6/25/2026.6:36:28.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             
!GRAPH:       ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     
!Reference Plane Port Info
!PORT:        ,PORT1             ,PORT2             
!DISTANCE:    ,0  m              ,0  m              
!TIME:        ,0  s              ,0  s              
!PHASE OFFSET:,0  deg.           ,0  deg.           
!LOSS:        ,0  dB             ,0  dB             
!REF.LOSS:    ,0  dB             ,0  dB             
!REF.FREQ:    ,0  Hz             ,0  Hz             
!Power Info
!POWER:       ,5  dBm            ,5  dBm            
!EFF.POWER:   ,5  dBm            ,5  dBm            
!SOURCE.ATTEN:,0  dB             ,0  dB             
!TEST.ATTEN:  ,0  dB             ,0  dB             
!SWEEPTYPE: FREQ.SWEEP(Linear)
!
!
!
!
!
!
!
!
!
!
!
!
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LOGMAG2,PHASE2.DEG,FREQ3.GHZ,LOGMAG3,PHASE3.DEG,FREQ4.GHZ,LOGMAG4,PHASE4.DEG
13,16.600000000,-3.341484E+001,-95.9552300,16.600000000,-5.896504E+000,54.1445200,16.600000000,-5.894144E+000,53.8636200,16.600000000,-3.118938E+001,100.5689000
14,16.650000000,-3.929082E+001,143.3528000,16.650000000,-5.900018E+000,176.7646000,16.650000000,-5.906816E+000,176.7834000,16.650000000,-4.198563E+001,112.2423000
15,16.700000000,-3.298531E+001,100.9689000,16.700000000,-5.937764E+000,-60.3603400,16.700000000,-5.890440E+000,-60.3054500,16.700000000,-3.497073E+001,128.8510000
16,16.750000000,-3.419062E+001,161.6604000,16.750000000,-5.927215E+000,62.3139200,16.750000000,-5.921504E+000,62.2058200,16.750000000,-3.471660E+001,142.7026000
17,16.800000000,-3.114127E+001,137.3604000,16.800000000,-5.954954E+000,-174.7212000,16.800000000,-5.937927E+000,-174.9684000,16.800000000,-3.563941E+001,140.9051000
18,16.850000000,-3.726126E+001,151.8383000,16.850000000,-5.920528E+000,-52.0645700,16.850000000,-5.943292E+000,-52.1727400,16.850000000,-3.530662E+001,173.1736000
19,16.900000000,-3.813869E+001,133.7643000,16.900000000,-5.909775E+000,70.6142000,16.900000000,-5.957516E+000,70.4426300,16.900000000,-3.597089E+001,94.5463300
20,16.950000000,-3.547961E+001,135.4690000,16.950000000,-5.925917E+000,-166.6779000,16.950000000,-5.973368E+000,-166.7472000,16.950000000,-3.512201E+001,126.5476000
21,17.000000000,-3.159804E+001,58.2179900,17.000000000,-5.955178E+000,-44.2443100,17.000000000,-5.954084E+000,-43.8464000,17.000000000,-3.213294E+001,116.3499000
22,17.050000000,-3.201151E+001,30.5668900,17.050000000,-5.999663E+000,78.6925100,17.050000000,-5.976225E+000,78.8134800,17.050000000,-3.381937E+001,68.4247400
23,17.100000000,-3.813940E+001,65.8348600,17.100000000,-5.996783E+000,-158.4937000,17.100000000,-5.987594E+000,-158.5120000,17.100000000,-4.423830E+001,115.5473000
24,17.150000000,-3.219319E+001,66.7068900,17.150000000,-6.005795E+000,-35.5961500,17.150000000,-5.990670E+000,-35.7660300,17.150000000,-3.533190E+001,100.6924000
25,17.200000000,-3.595316E+001,71.3911700,17.200000000,-5.981315E+000,87.2051100,17.200000000,-6.000600E+000,87.0352900,17.200000000,-3.367596E+001,94.1234800
26,17.250000000,-3.586776E+001,93.0817900,17.250000000,-5.983239E+000,-150.1702000,17.250000000,-6.013065E+000,-150.2577000,17.250000000,-3.966796E+001,130.2702000
27,17.300000000,-4.211578E+001,34.5322100,17.300000000,-5.999145E+000,-27.5082200,17.300000000,-6.018939E+000,-27.5660200,17.300000000,-3.856723E+001,82.9165300
28,17.350000000,-4.328828E+001,10.2842800,17.350000000,-6.002174E+000,95.1368800,17.350000000,-6.030785E+000,95.2681700,17.350000000,-3.432709E+001,79.3214500
29,17.400000000,-4.335399E+001,73.0185000,17.400000000,-6.024124E+000,-142.2094000,17.400000000,-6.052670E+000,-141.9528000,17.400000000,-3.593457E+001,93.4307900
30,17.450000000,-3.218152E+001,30.4620600,17.450000000,-6.065254E+000,-19.3914600,17.450000000,-6.048405E+000,-19.3458900,17.450000000,-3.322048E+001,90.4857600
31,17.500000000,-2.814600E+001,31.3254700,17.500000000,-6.083446E+000,103.5354000,17.500000000,-6.047351E+000,103.5007000,17.500000000,-3.206247E+001,36.1217000
32,17.550000000,-3.369601E+001,-17.6491300,17.550000000,-6.072547E+000,-133.6808000,17.550000000,-6.059064E+000,-133.8825000,17.550000000,-3.169806E+001,38.9424900
33,17.600000000,-3.705220E+001,18.1540900,17.600000000,-6.067353E+000,-10.8828900,17.600000000,-6.079678E+000,-11.0615300,17.600000000,-4.170422E+001,54.3325000
34,17.650000000,-3.424921E+001,26.9415400,17.650000000,-6.048650E+000,111.8102000,17.650000000,-6.067310E+000,111.7982000,17.650000000,-3.411751E+001,43.6172500
35,17.700000000,-4.308241E+001,11.8568700,17.700000000,-6.069859E+000,-125.6151000,17.700000000,-6.100313E+000,-125.6539000,17.700000000,-3.635865E+001,12.3155200
36,17.750000000,-3.645518E+001,-44.0233700,17.750000000,-6.093581E+000,-2.8529090,17.750000000,-6.126159E+000,-2.8371960,17.750000000,-3.702065E+001,12.8856400
37,17.800000000,-3.052507E+001,-57.7643600,17.800000000,-6.114750E+000,119.9919000,17.800000000,-6.108776E+000,120.0666000,17.800000000,-4.358361E+001,66.0325700
38,17.850000000,-3.146399E+001,-42.5766500,17.850000000,-6.125429E+000,-117.2659000,17.850000000,-6.105630E+000,-117.4479000,17.850000000,-3.628796E+001,33.2591500
39,17.900000000,-4.330257E+001,-53.8582400,17.900000000,-6.128729E+000,5.4065950,17.900000000,-6.167257E+000,5.3824260,17.900000000,-3.245581E+001,21.0758100
40,17.950000000,-3.521385E+001,-7.7254860,17.950000000,-6.136680E+000,128.1973000,17.950000000,-6.121166E+000,128.2395000,17.950000000,-3.575196E+001,-9.2346920
41,18.000000000,-3.322882E+001,-5.7440280,18.000000000,-6.140009E+000,-109.0085000,18.000000000,-6.145939E+000,-109.2563000,18.000000000,-3.825549E+001,-12.6187600
42,18.050000000,-4.269129E+001,-0.4153073,18.050000000,-6.144554E+000,13.7467200,18.050000000,-6.172623E+000,13.6497400,18.050000000,-3.944798E+001,-12.9245800
43,18.100000000,-3.992189E+001,-37.8467600,18.100000000,-6.145635E+000,136.5309000,18.100000000,-6.169438E+000,136.4686000,18.100000000,-3.522842E+001,37.0698900
44,18.150000000,-3.217389E+001,-69.2998300,18.150000000,-6.159468E+000,-100.8245000,18.150000000,-6.156304E+000,-100.9228000,18.150000000,-3.529626E+001,15.3322700
45,18.200000000,-3.619455E+001,-109.8532000,18.200000000,-6.176071E+000,21.8936500,18.200000000,-6.200969E+000,21.8850400,18.200000000,-3.241919E+001,2.8157310
46,18.250000000,-4.067737E+001,1.2413140,18.250000000,-6.173068E+000,144.6246000,18.250000000,-6.193039E+000,144.5960000,18.250000000,-2.897161E+001,-17.3002000
47,18.300000000,-2.849039E+001,-38.5835100,18.300000000,-6.185834E+000,-92.6088900,18.300000000,-6.219784E+000,-92.7226800,18.300000000,-3.231855E+001,-33.2681100
48,18.350000000,-3.174710E+001,-22.1973900,18.350000000,-6.205318E+000,30.1379700,18.350000000,-6.216735E+000,30.1931500,18.350000000,-3.617761E+001,-46.4134200
49,18.400000000,-3.087185E+001,-15.8685100,18.400000000,-6.216438E+000,152.9035000,18.400000000,-6.222804E+000,152.8083000,18.400000000,-3.649482E+001,-50.5046000
50,18.450000000,-3.375442E+001,-68.8408400,18.450000000,-6.225976E+000,-84.3096600,18.450000000,-6.233679E+000,-84.4713100,18.450000000,-3.423079E+001,-41.0774000
51,18.500000000,-3.252891E+001,-54.5944000,18.500000000,-6.230056E+000,38.4376900,18.500000000,-6.244314E+000,38.4238700,18.500000000,-2.980852E+001,-29.8006900
52,18.550000000,-3.306744E+001,-72.3765200,18.550000000,-6.230567E+000,161.1693000,18.550000000,-6.251795E+000,161.1335000,18.550000000,-3.236159E+001,-57.9506000
53,18.600000000,-2.988710E+001,-79.5124800,18.600000000,-6.213143E+000,-76.0781600,18.600000000,-6.253394E+000,-76.2154700,18.600000000,-3.266923E+001,-33.3216900
54,18.650000000,-2.797330E+001,-79.8469200,18.650000000,-6.238687E+000,46.6584800,18.650000000,-6.280670E+000,46.6769900,18.650000000,-2.854815E+001,-38.9230100
55,18.700000000,-3.138508E+001,-62.1527100,18.700000000,-6.263301E+000,169.4256000,18.700000000,-6.283414E+000,169.3143000,18.700000000,-2.877401E+001,-37.1340200
56,18.750000000,-3.144765E+001,-41.4585300,18.750000000,-6.274334E+000,-67.9141500,18.750000000,-6.288331E+000,-67.9466100,18.750000000,-2.868258E+001,-51.4633700
57,18.800000000,-2.673063E+001,-62.8090900,18.800000000,-6.296884E+000,54.8135300,18.800000000,-6.294095E+000,54.8794300,18.800000000,-2.712628E+001,-47.3325300
58,18.850000000,-3.625811E+001,-57.6932100,18.850000000,-6.301544E+000,177.6252000,18.850000000,-6.309328E+000,177.6036000,18.850000000,-2.893959E+001,-56.9043800
59,18.900000000,-3.421577E+001,-61.8104900,18.900000000,-6.300984E+000,-59.4370200,18.900000000,-6.323438E+000,-59.6606100,18.900000000,-3.052141E+001,-61.7989300
60,18.950000000,-2.918800E+001,-94.3476900,18.950000000,-6.281073E+000,63.2094900,18.950000000,-6.320022E+000,63.1102400,18.950000000,-2.832282E+001,-49.9555700
61,19.000000000,-2.919679E+001,-115.2510000,19.000000000,-6.298773E+000,-174.1067000,19.000000000,-6.318431E+000,-174.2806000,19.000000000,-2.723712E+001,-53.0375900
62,19.050000000,-2.992857E+001,-79.7832300,19.050000000,-6.302785E+000,-51.3844300,19.050000000,-6.343186E+000,-51.4710900,19.050000000,-2.910895E+001,-72.2634100
63,19.100000000,-2.768180E+001,-74.3392300,19.100000000,-6.299334E+000,71.2620700,19.100000000,-6.334167E+000,71.3154700,19.100000000,-2.811865E+001,-59.7964300
64,19.150000000,-2.527503E+001,-81.0641600,19.150000000,-6.326838E+000,-166.1592000,19.150000000,-6.360044E+000,-165.9287000,19.150000000,-2.562209E+001,-69.5291800
65,19.200000000,-2.945528E+001,-73.2189400,19.200000000,-6.354131E+000,-43.2003000,19.200000000,-6.378590E+000,-43.1522600,19.200000000,-2.685120E+001,-82.3562800
66,19.250000000,-2.999124E+001,-71.1918800,19.250000000,-6.373935E+000,79.5837800,19.250000000,-6.371651E+000,79.5185300,19.250000000,-3.066269E+001,-65.2453800
67,19.300000000,-3.051034E+001,-91.1455400,19.300000000,-6.380951E+000,-157.6344000,19.300000000,-6.376541E+000,-157.7645000,19.300000000,-2.764654E+001,-77.6006900
68,19.350000000,-2.957358E+001,-107.8225000,19.350000000,-6.387080E+000,-34.7410700,19.350000000,-6.391736E+000,-35.0846600,19.350000000,-2.537411E+001,-76.6770900
69,19.400000000,-3.034077E+001,-116.3186000,19.400000000,-6.329748E+000,87.8789300,19.400000000,-6.398441E+000,87.8125400,19.400000000,-2.681296E+001,-88.3597400
70,19.450000000,-2.611312E+001,-105.0766000,19.450000000,-6.362865E+000,-149.8270000,19.450000000,-6.406510E+000,-149.6122000,19.450000000,-2.638802E+001,-80.3684800
71,19.500000000,-2.516429E+001,-107.6745000,19.500000000,-6.392881E+000,-26.7750200,19.500000000,-6.438574E+000,-26.8470200,19.500000000,-2.474119E+001,-95.6488100
72,19.550000000,-2.591139E+001,-81.3089600,19.550000000,-6.362073E+000,95.8685400,19.550000000,-6.384598E+000,95.8530200,19.550000000,-2.645699E+001,-90.5079000
73,19.600000000,-2.552195E+001,-87.0386900,19.600000000,-6.455972E+000,-141.5653000,19.600000000,-6.448788E+000,-141.3784000,19.600000000,-2.413589E+001,-88.0627500
74,19.650000000,-3.038890E+001,-123.8444000,19.650000000,-6.462067E+000,-18.4081300,19.650000000,-6.466849E+000,-18.4436700,19.650000000,-2.585591E+001,-90.2369300
75,19.700000000,-3.106159E+001,-89.1927800,19.700000000,-6.457210E+000,104.3503000,19.700000000,-6.425736E+000,104.2489000,19.700000000,-2.543715E+001,-100.2820000
76,19.750000000,-2.871090E+001,-96.5891600,19.750000000,-6.452391E+000,-132.8212000,19.750000000,-6.486897E+000,-133.2212000,19.750000000,-2.443469E+001,-96.3405200
77,19.800000000,-2.478787E+001,-130.2349000,19.800000000,-6.405766E+000,-10.2098300,19.800000000,-6.514221E+000,-10.2956100,19.800000000,-2.387571E+001,-101.6989000
78,19.850000000,-2.513864E+001,-130.4519000,19.850000000,-6.411744E+000,112.3537000,19.850000000,-6.452846E+000,112.2324000,19.850000000,-2.429121E+001,-108.3938000
79,19.900000000,-2.687583E+001,-110.0785000,19.900000000,-6.443285E+000,-125.0982000,19.900000000,-6.501954E+000,-124.9675000,19.900000000,-2.475853E+001,-113.8706000
80,19.950000000,-2.665825E+001,-118.1709000,19.950000000,-6.510637E+000,-2.3615960,19.950000000,-6.518261E+000,-2.0085280,19.950000000,-2.433430E+001,-114.2522000
81,20.000000000,-2.422194E+001,-117.3217000,20.000000000,-6.541677E+000,120.5065000,20.000000000,-6.520809E+000,120.6419000,20.000000000,-2.540825E+001,-134.4225000
82,20.050000000,-2.812475E+001,-88.5186200,20.050000000,-6.539156E+000,-116.6283000,20.050000000,-6.537231E+000,-116.7040000,20.050000000,-2.425872E+001,-106.1310000
83,20.100000000,-2.838909E+001,-122.8134000,20.100000000,-6.543736E+000,6.5521460,20.100000000,-6.559222E+000,6.3425010,20.100000000,-2.430676E+001,-114.1257000
84,20.150000000,-2.543415E+001,-148.7419000,20.150000000,-6.497280E+000,129.2749000,20.150000000,-6.522855E+000,128.8641000,20.150000000,-2.332518E+001,-129.0278000
85,20.200000000,-2.727714E+001,-153.6298000,20.200000000,-6.497786E+000,-108.2641000,20.200000000,-6.571767E+000,-108.6101000,20.200000000,-2.463642E+001,-128.5994000
86,20.250000000,-2.479774E+001,-140.0088000,20.250000000,-6.517410E+000,14.1518400,20.250000000,-6.589705E+000,14.6041900,20.250000000,-2.295047E+001,-113.8244000
87,20.300000000,-2.641609E+001,-151.3225000,20.300000000,-6.557196E+000,136.8640000,20.300000000,-6.561723E+000,136.7841000,20.300000000,-2.318306E+001,-123.1745000
88,20.350000000,-2.637747E+001,-133.5662000,20.350000000,-6.579386E+000,-100.4818000,20.350000000,-6.664889E+000,-100.3064000,20.350000000,-2.307044E+001,-133.9072000
89,20.400000000,-2.647321E+001,-121.3603000,20.400000000,-6.630789E+000,22.4942300,20.400000000,-6.571630E+000,22.8532800,20.400000000,-2.419748E+001,-132.8325000
90,20.450000000,-2.791307E+001,-146.1973000,20.450000000,-6.640957E+000,145.8314000,20.450000000,-6.622301E+000,145.1404000,20.450000000,-2.322824E+001,-141.7233000
91,20.500000000,-3.112474E+001,-144.3812000,20.500000000,-6.604476E+000,-91.5143200,20.500000000,-6.659495E+000,-91.6676600,20.500000000,-2.437942E+001,-138.5651000
92,20.550000000,-2.830331E+001,-137.5249000,20.550000000,-6.590356E+000,31.3278800,20.550000000,-6.601536E+000,31.1690500,20.550000000,-2.670044E+001,-136.0563000
93,20.600000000,-2.667021E+001,-166.3811000,20.600000000,-6.546006E+000,153.6818000,20.600000000,-6.658629E+000,153.5979000,20.600000000,-2.542355E+001,-136.0111000
94,20.650000000,-2.640766E+001,-159.6809000,20.650000000,-6.585156E+000,-83.9018800,20.650000000,-6.680387E+000,-83.5548600,20.650000000,-2.512039E+001,-136.1898000
95,20.700000000,-2.573570E+001,-144.0669000,20.700000000,-6.622457E+000,38.7820300,20.700000000,-6.641918E+000,39.1324700,20.700000000,-2.494783E+001,-135.0847000
96,20.750000000,-2.492212E+001,-143.7306000,20.750000000,-6.686848E+000,161.4721000,20.750000000,-6.693954E+000,161.8859000,20.750000000,-2.432632E+001,-138.8091000
97,20.800000000,-2.681235E+001,-152.1963000,20.800000000,-6.732327E+000,-75.1829200,20.800000000,-6.695025E+000,-75.2572200,20.800000000,-2.399804E+001,-151.0110000
98,20.850000000,-2.761888E+001,-131.8560000,20.850000000,-6.718502E+000,47.5376700,20.850000000,-6.667361E+000,47.3452700,20.850000000,-2.323613E+001,-150.0694000
99,20.900000000,-2.706483E+001,-160.8806000,20.900000000,-6.694157E+000,170.7733000,20.900000000,-6.732082E+000,170.0681000,20.900000000,-2.441451E+001,-141.6586000
100,20.950000000,-2.844589E+001,179.2849000,20.950000000,-6.611441E+000,-66.4581400,20.950000000,-6.716998E+000,-66.6839600,20.950000000,-2.526151E+001,-158.1309000
101,21.000000000,-2.966650E+001,171.3477000,21.000000000,-6.626787E+000,55.7283400,21.000000000,-6.695902E+000,55.8505100,21.000000000,-2.392241E+001,-157.0943000
102,21.050000000,-2.612957E+001,-160.5641000,21.050000000,-6.662045E+000,178.1743000,21.050000000,-6.732916E+000,178.4205000,21.050000000,-2.413122E+001,-156.2620000
103,21.100000000,-2.455532E+001,-162.6185000,21.100000000,-6.721968E+000,-59.2318900,21.100000000,-6.787883E+000,-58.3433600,21.100000000,-2.368772E+001,-170.2328000
104,21.150000000,-2.546247E+001,-173.3088000,21.150000000,-6.779317E+000,63.6709700,21.150000000,-6.737411E+000,63.9428400,21.150000000,-2.463956E+001,-167.1714000
105,21.200000000,-2.530071E+001,-147.3907000,21.200000000,-6.821985E+000,-173.4513000,21.200000000,-6.817660E+000,-173.2828000,21.200000000,-2.407592E+001,-170.1037000
106,21.250000000,-2.621750E+001,-154.0030000,21.250000000,-6.807200E+000,-50.0265000,21.250000000,-6.735255E+000,-50.1057700,21.250000000,-2.428159E+001,179.7270000
107,21.300000000,-2.838717E+001,169.7530000,21.300000000,-6.703206E+000,72.8768100,21.300000000,-6.784739E+000,72.1483500,21.300000000,-2.451043E+001,177.2474000
108,21.350000000,-2.957904E+001,-168.8165000,21.350000000,-6.738108E+000,-164.6225000,21.350000000,-6.785843E+000,-164.5887000,21.350000000,-2.488418E+001,174.6963000
109,21.400000000,-2.755479E+001,-172.1319000,21.400000000,-6.679636E+000,-41.9504300,21.400000000,-6.745043E+000,-41.9653100,21.400000000,-2.830260E+001,177.4117000
110,21.450000000,-2.682029E+001,157.3498000,21.450000000,-6.733475E+000,80.0758200,21.450000000,-6.822398E+000,80.4681200,21.450000000,-2.348350E+001,-178.3464000
111,21.500000000,-2.205548E+001,-176.9241000,21.500000000,-6.857929E+000,-157.5380000,21.500000000,-6.843686E+000,-156.5426000,21.500000000,-2.481576E+001,-172.4784000
112,21.550000000,-2.656460E+001,155.8062000,21.550000000,-6.817341E+000,-33.7162700,21.550000000,-6.775600E+000,-33.7570900,21.550000000,-3.102328E+001,174.9717000
113,21.600000000,-2.691713E+001,165.8239000,21.600000000,-6.853512E+000,89.1227700,21.600000000,-6.864500E+000,88.9059400,21.600000000,-2.542439E+001,177.5654000
114,21.650000000,-2.664985E+001,165.8577000,21.650000000,-6.832462E+000,-147.6967000,21.650000000,-6.811003E+000,-148.3331000,21.650000000,-2.776532E+001,-159.8951000
115,21.700000000,-2.741637E+001,165.5541000,21.700000000,-6.767569E+000,-25.0239500,21.700000000,-6.811231E+000,-25.3709500,21.700000000,-2.400340E+001,-173.6303000
116,21.750000000,-2.996202E+001,156.2654000,21.750000000,-6.757921E+000,97.3930400,21.750000000,-6.820054E+000,97.0336200,21.750000000,-2.371582E+001,166.7090000
117,21.800000000,-3.014479E+001,129.9734000,21.800000000,-6.747124E+000,-140.2565000,21.800000000,-6.843051E+000,-139.8338000,21.800000000,-2.429802E+001,160.5323000
118,21.850000000,-2.627586E+001,156.6068000,21.850000000,-6.784160E+000,-17.7608500,21.850000000,-6.795763E+000,-17.1997800,21.850000000,-2.630764E+001,163.6877000
119,21.900000000,-2.552297E+001,157.4554000,21.900000000,-6.852497E+000,104.9134000,21.900000000,-6.848351E+000,105.6321000,21.900000000,-2.654697E+001,164.6575000
120,21.950000000,-2.565726E+001,136.6886000,21.950000000,-6.940897E+000,-131.7299000,21.950000000,-6.819532E+000,-131.6529000,21.950000000,-2.571455E+001,142.9331000
121,22.000000000,-2.799349E+001,159.9254000,22.000000000,-6.908588E+000,-8.7524490,22.000000000,-6.820649E+000,-9.1451570,22.000000000,-2.519179E+001,162.1724000
122,22.050000000,-2.765240E+001,161.7953000,22.050000000,-6.878727E+000,114.1170000,22.050000000,-6.904656E+000,113.4028000,22.050000000,-2.389630E+001,151.8158000
123,22.100000000,-3.263256E+001,146.6186000,22.100000000,-6.821940E+000,-123.2579000,22.100000000,-6.848903E+000,-123.4059000,22.100000000,-2.568878E+001,136.6437000
124,22.150000000,-3.023840E+001,138.8403000,22.150000000,-6.781766E+000,-0.7177248,22.150000000,-6.865197E+000,-1.1347450,22.150000000,-2.827661E+001,145.9577000
125,22.200000000,-2.564810E+001,130.7817000,22.200000000,-6.798572E+000,121.3862000,22.200000000,-6.894400E+000,122.1765000,22.200000000,-2.620348E+001,156.6829000
126,22.250000000,-2.788405E+001,128.6313000,22.250000000,-6.877874E+000,-115.6580000,22.250000000,-6.880429E+000,-115.3365000,22.250000000,-2.765966E+001,152.0784000
127,22.300000000,-2.836005E+001,119.8122000,22.300000000,-6.919880E+000,6.9752520,22.300000000,-6.903639E+000,7.4585690,22.300000000,-2.824345E+001,148.8313000
128,22.350000000,-2.591687E+001,136.1228000,22.350000000,-6.995704E+000,130.0984000,22.350000000,-6.871161E+000,130.3499000,22.350000000,-2.573043E+001,153.4482000
129,22.400000000,-2.722020E+001,148.2848000,22.400000000,-6.961501E+000,-106.7754000,22.400000000,-6.917725E+000,-107.1492000,22.400000000,-2.624586E+001,128.5216000
130,22.450000000,-3.155689E+001,116.9817000,22.450000000,-6.872136E+000,16.0270000,22.450000000,-6.930380E+000,15.6465400,22.450000000,-2.818609E+001,120.6054000
131,22.500000000,-3.260335E+001,130.8697000,22.500000000,-6.878160E+000,138.5430000,22.500000000,-6.876500E+000,138.4207000,22.500000000,-2.773198E+001,133.4234000
132,22.550000000,-2.793208E+001,117.4285000,22.550000000,-6.830948E+000,-98.8026200,22.550000000,-6.946514E+000,-98.7042000,22.550000000,-2.606647E+001,122.6221000
133,22.600000000,-3.409202E+001,96.4001900,22.600000000,-6.903646E+000,23.4979100,22.600000000,-6.901575E+000,23.8860400,22.600000000,-2.771974E+001,116.8781000
134,22.650000000,-3.200303E+001,92.0736700,22.650000000,-6.952902E+000,146.2940000,22.650000000,-6.931705E+000,146.4123000,22.650000000,-2.895824E+001,103.5905000
135,22.700000000,-2.640199E+001,118.2398000,22.700000000,-7.008088E+000,-90.9667100,22.700000000,-6.933339E+000,-90.5814400,22.700000000,-2.793460E+001,117.3983000
136,22.750000000,-2.914344E+001,110.2774000,22.750000000,-6.982713E+000,32.1743900,22.750000000,-6.967949E+000,32.1975900,22.750000000,-2.967440E+001,104.4184000
137,22.800000000,-3.532629E+001,111.2490000,22.800000000,-7.005504E+000,155.0437000,22.800000000,-6.937633E+000,154.9124000,22.800000000,-3.116991E+001,112.5360000
138,22.850000000,-3.095317E+001,126.2726000,22.850000000,-6.958303E+000,-81.9893200,22.850000000,-6.985543E+000,-82.6350600,22.850000000,-2.763590E+001,115.5175000
139,22.900000000,-3.233792E+001,126.8831000,22.900000000,-6.936686E+000,40.5578300,22.900000000,-6.987961E+000,40.5105800,22.900000000,-2.852191E+001,101.4899000
