MS4644B
!6/25/2026.6:39:26.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             
!GRAPH:       ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     ,NOT.INSTALLED     
!Reference Plane Port Info
!PORT:        ,PORT1             ,PORT2             
!DISTANCE:    ,0  m              ,0  m              
!TIME:        ,0  s              ,0  s              
!PHASE OFFSET:,0  deg.           ,0  deg.           
!LOSS:        ,0  dB             ,0  dB             
!REF.LOSS:    ,0  dB             ,0  dB             
!REF.FREQ:    ,0  Hz             ,0  Hz             
!Power Info
!POWER:       ,5  dBm            ,5  dBm            
!EFF.POWER:   ,5  dBm            ,5  dBm            
!SOURCE.ATTEN:,0  dB             ,0  dB             
!TEST.ATTEN:  ,0  dB             ,0  dB             
!SWEEPTYPE: FREQ.SWEEP(Linear)
!
!
!
!
!
!
!
!
!
!
!
!
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LOGMAG2,PHASE2.DEG,FREQ3.GHZ,LOGMAG3,PHASE3.DEG,FREQ4.GHZ,LOGMAG4,PHASE4.DEG
11,16.500000000,-4.627106E+001,-148.4677000,16.500000000,-2.383549E+000,118.5383000,16.500000000,-2.392215E+000,118.6627000,16.500000000,-3.962969E+001,133.9019000
12,16.550000000,-3.722621E+001,122.4536000,16.550000000,-2.384437E+000,-0.0702968,16.550000000,-2.402325E+000,0.0188854,16.550000000,-3.416508E+001,139.3384000
13,16.600000000,-4.090575E+001,0.2650698,16.600000000,-2.419995E+000,-118.6739000,16.600000000,-2.421821E+000,-118.6670000,16.600000000,-3.977413E+001,-1.4472500
14,16.650000000,-3.361087E+001,72.6221600,16.650000000,-2.433590E+000,122.8375000,16.650000000,-2.418140E+000,122.9590000,16.650000000,-4.184580E+001,39.7669400
15,16.700000000,-3.447441E+001,78.9010500,16.700000000,-2.434431E+000,4.4335800,16.700000000,-2.412591E+000,4.3604800,16.700000000,-3.699813E+001,175.6036000
16,16.750000000,-3.050593E+001,123.8769000,16.750000000,-2.433754E+000,-114.0006000,16.750000000,-2.418109E+000,-114.2207000,16.750000000,-4.059467E+001,-164.9043000
17,16.800000000,-3.158316E+001,130.6153000,16.800000000,-2.443307E+000,127.7005000,16.800000000,-2.419022E+000,127.3732000,16.800000000,-4.122009E+001,86.8462400
18,16.850000000,-3.240880E+001,129.7743000,16.850000000,-2.418503E+000,8.9852770,16.850000000,-2.420312E+000,8.8272500,16.850000000,-3.621671E+001,138.0408000
19,16.900000000,-3.158636E+001,145.2962000,16.900000000,-2.381155E+000,-109.5895000,16.900000000,-2.433195E+000,-109.8780000,16.900000000,-3.729567E+001,-37.0354900
20,16.950000000,-3.890965E+001,71.7449500,16.950000000,-2.403272E+000,131.7104000,16.950000000,-2.439042E+000,131.7452000,16.950000000,-3.508632E+001,42.1136100
21,17.000000000,-3.507561E+001,64.7147000,17.000000000,-2.428872E+000,12.9854700,17.000000000,-2.434711E+000,13.1633900,17.000000000,-3.529146E+001,-156.8735000
22,17.050000000,-3.191184E+001,43.6199900,17.050000000,-2.465056E+000,-105.4751000,17.050000000,-2.433786E+000,-105.2880000,17.050000000,-3.901170E+001,-17.8050700
23,17.100000000,-2.998848E+001,81.8878800,17.100000000,-2.480556E+000,136.0392000,17.100000000,-2.444999E+000,136.0866000,17.100000000,-3.480290E+001,37.1907100
24,17.150000000,-3.111741E+001,67.6905100,17.150000000,-2.459499E+000,17.7213900,17.150000000,-2.450039E+000,17.6080300,17.150000000,-4.019335E+001,-133.9743000
25,17.200000000,-2.741074E+001,90.6334900,17.200000000,-2.439862E+000,-100.5444000,17.200000000,-2.440654E+000,-100.9138000,17.200000000,-3.669233E+001,-5.8387040
26,17.250000000,-3.130444E+001,120.0067000,17.250000000,-2.449370E+000,140.8214000,17.250000000,-2.442422E+000,140.5752000,17.250000000,-3.372400E+001,53.6839300
27,17.300000000,-3.521375E+001,61.8578800,17.300000000,-2.426730E+000,22.0108500,17.300000000,-2.466641E+000,22.0140800,17.300000000,-3.238744E+001,-87.4633000
28,17.350000000,-3.494537E+001,91.5200900,17.350000000,-2.414244E+000,-96.5778400,17.350000000,-2.456618E+000,-96.4784600,17.350000000,-3.179639E+001,-24.5553400
29,17.400000000,-3.657400E+001,38.9791300,17.400000000,-2.450751E+000,144.7889000,17.400000000,-2.475548E+000,145.0380000,17.400000000,-3.451771E+001,62.6518900
30,17.450000000,-3.250045E+001,23.0975800,17.450000000,-2.491844E+000,26.3433700,17.450000000,-2.478847E+000,26.4283000,17.450000000,-3.163786E+001,-102.3063000
31,17.500000000,-2.687666E+001,48.6354400,17.500000000,-2.506984E+000,-92.0765800,17.500000000,-2.462821E+000,-92.1331100,17.500000000,-3.116210E+001,-50.2830700
32,17.550000000,-2.866230E+001,83.9166900,17.550000000,-2.516665E+000,149.2624000,17.550000000,-2.472808E+000,149.3022000,17.550000000,-3.428178E+001,38.9434700
33,17.600000000,-2.614712E+001,50.0047300,17.600000000,-2.483352E+000,31.2441200,17.600000000,-2.494627E+000,30.9472700,17.600000000,-2.948423E+001,-102.6720000
34,17.650000000,-2.715776E+001,76.6496600,17.650000000,-2.441130E+000,-87.3635900,17.650000000,-2.466480E+000,-87.7266800,17.650000000,-3.080366E+001,-48.1439400
35,17.700000000,-3.728250E+001,53.3756100,17.700000000,-2.471927E+000,153.8000000,17.700000000,-2.483248E+000,153.7762000,17.700000000,-4.706192E+001,-106.9318000
36,17.750000000,-3.119542E+001,63.1396100,17.750000000,-2.456381E+000,35.1816600,17.750000000,-2.508620E+000,35.2976000,17.750000000,-2.877647E+001,-95.2073600
37,17.800000000,-3.640064E+001,-11.0314300,17.800000000,-2.473594E+000,-83.2263200,17.800000000,-2.476792E+000,-83.1556600,17.800000000,-3.388090E+001,-55.1027400
38,17.850000000,-2.977753E+001,16.0248300,17.850000000,-2.525345E+000,158.0998000,17.850000000,-2.483869E+000,158.2617000,17.850000000,-3.766891E+001,179.1100000
39,17.900000000,-2.870593E+001,43.7105500,17.900000000,-2.537344E+000,39.6915200,17.900000000,-2.525063E+000,39.8469300,17.900000000,-2.986182E+001,-113.8700000
40,17.950000000,-2.566690E+001,39.3978100,17.950000000,-2.530277E+000,-78.8111300,17.950000000,-2.485403E+000,-78.7574500,17.950000000,-2.960338E+001,-29.7067900
41,18.000000000,-3.056265E+001,42.9880300,18.000000000,-2.518325E+000,162.7093000,18.000000000,-2.500680E+000,162.6527000,18.000000000,-3.797295E+001,-135.5615000
42,18.050000000,-2.480556E+001,54.9460300,18.050000000,-2.493897E+000,44.3638200,18.050000000,-2.533632E+000,44.1958800,18.050000000,-2.625152E+001,-106.3443000
43,18.100000000,-3.271505E+001,92.9401200,18.100000000,-2.484493E+000,-74.0837200,18.100000000,-2.514291E+000,-74.4447400,18.100000000,-3.063676E+001,-40.8466700
44,18.150000000,-2.941939E+001,17.9441800,18.150000000,-2.516130E+000,166.9700000,18.150000000,-2.517726E+000,167.1148000,18.150000000,-3.234893E+001,-172.4589000
45,18.200000000,-2.833544E+001,21.3558500,18.200000000,-2.516791E+000,48.4172600,18.200000000,-2.541789E+000,48.5738800,18.200000000,-2.524483E+001,-96.8983600
46,18.250000000,-3.181889E+001,-15.3835500,18.250000000,-2.500888E+000,-70.0105200,18.250000000,-2.510886E+000,-70.0127200,18.250000000,-2.936734E+001,-60.8074800
47,18.300000000,-2.747523E+001,1.3066290,18.300000000,-2.544455E+000,171.4912000,18.300000000,-2.529789E+000,171.4839000,18.300000000,-3.062493E+001,-149.7766000
48,18.350000000,-2.472918E+001,26.7127000,18.350000000,-2.555774E+000,52.9485300,18.350000000,-2.543661E+000,53.0600400,18.350000000,-2.558034E+001,-117.6046000
49,18.400000000,-2.544226E+001,41.3104800,18.400000000,-2.554631E+000,-65.4573200,18.400000000,-2.539854E+000,-65.6665600,18.400000000,-3.146046E+001,-51.9214900
50,18.450000000,-2.669400E+001,18.1900500,18.450000000,-2.539876E+000,175.9672000,18.450000000,-2.542367E+000,175.9355000,18.450000000,-2.855981E+001,-156.7749000
51,18.500000000,-2.827164E+001,23.3392900,18.500000000,-2.533309E+000,57.4817400,18.500000000,-2.551453E+000,57.4084700,18.500000000,-2.734945E+001,-84.2506400
52,18.550000000,-3.743281E+001,52.5686800,18.550000000,-2.522583E+000,-61.0906400,18.550000000,-2.543314E+000,-61.1757000,18.550000000,-3.234818E+001,-59.6290500
53,18.600000000,-2.850515E+001,4.0773000,18.600000000,-2.546853E+000,-179.6818000,18.600000000,-2.560563E+000,-179.6947000,18.600000000,-2.743609E+001,-157.3292000
54,18.650000000,-2.939818E+001,-24.9167700,18.650000000,-2.533753E+000,61.7626800,18.650000000,-2.570724E+000,61.8246300,18.650000000,-2.486263E+001,-88.3534600
55,18.700000000,-2.484460E+001,-4.1889130,18.700000000,-2.559988E+000,-56.5862800,18.700000000,-2.567197E+000,-56.7429100,18.700000000,-3.275921E+001,-29.4585400
56,18.750000000,-2.457592E+001,-10.3909700,18.750000000,-2.563045E+000,-175.1677000,18.750000000,-2.560005E+000,-175.1549000,18.750000000,-2.569372E+001,-146.8897000
57,18.800000000,-2.505221E+001,4.5922390,18.800000000,-2.570941E+000,66.2335400,18.800000000,-2.561978E+000,66.3154900,18.800000000,-2.499440E+001,-103.8620000
58,18.850000000,-3.023106E+001,17.1159500,18.850000000,-2.581061E+000,-52.2683900,18.850000000,-2.569395E+000,-52.3384400,18.850000000,-3.439697E+001,-92.4387800
59,18.900000000,-2.552036E+001,17.2941200,18.900000000,-2.577151E+000,-170.8602000,18.900000000,-2.592816E+000,-170.7939000,18.900000000,-2.616859E+001,-163.5076000
60,18.950000000,-3.348560E+001,41.5585400,18.950000000,-2.543471E+000,70.6854400,18.950000000,-2.574860E+000,70.5880400,18.950000000,-2.678905E+001,-99.6972700
61,19.000000000,-2.615994E+001,-38.4677800,19.000000000,-2.568913E+000,-47.6134000,19.000000000,-2.579000E+000,-47.9765900,19.000000000,-4.871918E+001,65.7248400
62,19.050000000,-2.675907E+001,-23.5673600,19.050000000,-2.572283E+000,-166.3623000,19.050000000,-2.593711E+000,-166.3964000,19.050000000,-2.621219E+001,-141.7499000
63,19.100000000,-2.774729E+001,-48.9399700,19.100000000,-2.537572E+000,75.0301100,19.100000000,-2.562929E+000,75.0225300,19.100000000,-2.776205E+001,-100.2999000
64,19.150000000,-2.376905E+001,-24.9918900,19.150000000,-2.526931E+000,-43.4392200,19.150000000,-2.596700E+000,-43.5446200,19.150000000,-4.300674E+001,-139.3949000
65,19.200000000,-2.499562E+001,-22.6526900,19.200000000,-2.581492E+000,-162.2112000,19.200000000,-2.596288E+000,-161.9137000,19.200000000,-2.629821E+001,-137.5297000
66,19.250000000,-2.650183E+001,11.1250600,19.250000000,-2.593801E+000,79.4267000,19.250000000,-2.591385E+000,79.4570200,19.250000000,-2.848480E+001,-104.7147000
67,19.300000000,-3.266272E+001,-34.7309300,19.300000000,-2.610435E+000,-39.0437000,19.300000000,-2.595895E+000,-39.1268500,19.300000000,-3.317504E+001,-155.2512000
68,19.350000000,-2.948506E+001,-2.6241040,19.350000000,-2.616508E+000,-157.5530000,19.350000000,-2.622872E+000,-157.6885000,19.350000000,-2.565587E+001,-146.5978000
69,19.400000000,-4.268752E+001,-64.6937100,19.400000000,-2.551104E+000,83.9967300,19.400000000,-2.598586E+000,83.8280400,19.400000000,-2.872452E+001,-110.7255000
70,19.450000000,-2.567051E+001,-47.4670400,19.450000000,-2.540104E+000,-34.6108200,19.450000000,-2.622680E+000,-34.6975300,19.450000000,-3.372805E+001,146.2314000
71,19.500000000,-2.901291E+001,-51.6143200,19.500000000,-2.580729E+000,-153.2777000,19.500000000,-2.644115E+000,-153.2081000,19.500000000,-2.624983E+001,-143.9093000
72,19.550000000,-2.311111E+001,-44.6838400,19.550000000,-2.499538E+000,88.2757900,19.550000000,-2.571957E+000,88.0922200,19.550000000,-2.747210E+001,-105.8980000
73,19.600000000,-2.556089E+001,-21.4644800,19.600000000,-2.578306E+000,-30.4996000,19.600000000,-2.635420E+000,-30.3233800,19.600000000,-3.817954E+001,-161.0012000
74,19.650000000,-2.544448E+001,-22.8081000,19.650000000,-2.651184E+000,-149.0528000,19.650000000,-2.630162E+000,-148.5816000,19.650000000,-2.540261E+001,-145.1465000
75,19.700000000,-2.811417E+001,-24.9680800,19.700000000,-2.644993E+000,92.6799500,19.700000000,-2.606224E+000,92.6467500,19.700000000,-2.913227E+001,-115.8030000
76,19.750000000,-3.060215E+001,-68.4659600,19.750000000,-2.643008E+000,-25.6700200,19.750000000,-2.653990E+000,-25.8594700,19.750000000,-2.964312E+001,-163.2997000
77,19.800000000,-4.203152E+001,42.7514500,19.800000000,-2.614336E+000,-144.3879000,19.800000000,-2.665896E+000,-144.2981000,19.800000000,-2.801384E+001,-148.6114000
78,19.850000000,-2.557775E+001,-93.8626200,19.850000000,-2.528843E+000,97.1906600,19.850000000,-2.611294E+000,96.8996500,19.850000000,-3.021398E+001,-105.3737000
79,19.900000000,-2.618049E+001,-62.0735600,19.900000000,-2.572333E+000,-21.5355500,19.900000000,-2.648532E+000,-21.4917200,19.900000000,-2.907956E+001,-168.8726000
80,19.950000000,-3.099584E+001,-60.7043500,19.950000000,-2.615785E+000,-140.3109000,19.950000000,-2.661119E+000,-139.8335000,19.950000000,-2.649768E+001,-157.9860000
81,20.000000000,-2.493223E+001,-62.2449800,20.000000000,-2.610647E+000,101.0691000,20.000000000,-2.652056E+000,101.4948000,20.000000000,-3.086743E+001,-121.6105000
82,20.050000000,-2.826159E+001,-27.5070000,20.050000000,-2.651324E+000,-17.3132900,20.050000000,-2.668192E+000,-17.0490200,20.050000000,-3.245427E+001,-173.0592000
83,20.100000000,-2.827578E+001,-3.4466160,20.100000000,-2.663596E+000,-135.7693000,20.100000000,-2.652798E+000,-135.3601000,20.100000000,-2.726616E+001,-163.5869000
84,20.150000000,-3.770734E+001,-101.6615000,20.150000000,-2.654531E+000,106.1428000,20.150000000,-2.645220E+000,105.8876000,20.150000000,-3.203340E+001,-130.2739000
85,20.200000000,-3.325022E+001,-56.1646800,20.200000000,-2.652374E+000,-12.4644400,20.200000000,-2.682614E+000,-12.6432400,20.200000000,-3.203278E+001,-178.6907000
86,20.250000000,-3.728811E+001,-130.6356000,20.250000000,-2.632664E+000,-131.2768000,20.250000000,-2.671964E+000,-130.9590000,20.250000000,-2.995131E+001,-154.8426000
87,20.300000000,-2.791077E+001,-83.4953200,20.300000000,-2.568758E+000,110.0692000,20.300000000,-2.656614E+000,110.0873000,20.300000000,-2.911135E+001,-94.9970100
88,20.350000000,-2.595625E+001,-69.7325800,20.350000000,-2.622373E+000,-8.6954360,20.350000000,-2.722838E+000,-8.1591010,20.350000000,-2.780741E+001,-166.6227000
89,20.400000000,-2.821152E+001,-73.4307500,20.400000000,-2.649544E+000,-127.1911000,20.400000000,-2.654402E+000,-126.6309000,20.400000000,-2.808890E+001,-168.4429000
90,20.450000000,-2.825505E+001,-30.2024300,20.450000000,-2.682109E+000,114.4472000,20.450000000,-2.690232E+000,114.7041000,20.450000000,-3.352084E+001,-105.8083000
91,20.500000000,-3.152692E+001,-36.5781200,20.500000000,-2.706796E+000,-3.9007860,20.500000000,-2.701667E+000,-3.5835210,20.500000000,-3.215067E+001,-174.5554000
92,20.550000000,-3.398069E+001,-35.3784500,20.550000000,-2.709552E+000,-122.3265000,20.550000000,-2.681581E+000,-122.1829000,20.550000000,-3.006597E+001,-147.2148000
93,20.600000000,-3.715107E+001,-146.5614000,20.600000000,-2.660975E+000,119.2786000,20.600000000,-2.701079E+000,119.1669000,20.600000000,-3.939332E+001,-133.1396000
94,20.650000000,-3.539000E+001,-63.6492400,20.650000000,-2.670061E+000,0.6287488,20.650000000,-2.719291E+000,0.7798863,20.650000000,-3.103184E+001,170.9550000
95,20.700000000,-2.665341E+001,-132.4830000,20.700000000,-2.664395E+000,-118.3107000,20.700000000,-2.699587E+000,-117.9176000,20.700000000,-3.094797E+001,-140.8075000
96,20.750000000,-2.697295E+001,-86.8795200,20.750000000,-2.641014E+000,123.2438000,20.750000000,-2.720176E+000,123.5938000,20.750000000,-4.253701E+001,-100.2100000
97,20.800000000,-3.258433E+001,-63.3991500,20.800000000,-2.694069E+000,4.6555350,20.800000000,-2.708672E+000,5.1945820,20.800000000,-3.354712E+001,162.5679000
98,20.850000000,-2.841184E+001,-94.5120500,20.850000000,-2.754798E+000,-113.7841000,20.850000000,-2.708967E+000,-113.4827000,20.850000000,-3.034821E+001,-151.7969000
99,20.900000000,-2.923892E+001,-17.9603200,20.900000000,-2.703606E+000,127.6985000,20.900000000,-2.726781E+000,127.9702000,20.900000000,-3.260292E+001,-90.3487500
100,20.950000000,-3.715343E+001,-37.2636400,20.950000000,-2.735737E+000,9.4803880,20.950000000,-2.720912E+000,9.6667740,20.950000000,-3.424232E+001,-160.5880000
101,21.000000000,-3.487673E+001,133.0712000,21.000000000,-2.700819E+000,-109.1356000,21.000000000,-2.715009E+000,-108.9989000,21.000000000,-2.942326E+001,-158.9074000
102,21.050000000,-3.169101E+001,-136.2433000,21.050000000,-2.699878E+000,132.3512000,21.050000000,-2.727653E+000,132.3953000,21.050000000,-3.625153E+001,-151.5015000
103,21.100000000,-4.543568E+001,-167.6165000,21.100000000,-2.725463E+000,13.8207500,21.100000000,-2.738207E+000,14.0280800,21.100000000,-3.818665E+001,168.0525000
104,21.150000000,-2.896898E+001,-143.5819000,21.150000000,-2.729010E+000,-105.1551000,21.150000000,-2.734725E+000,-104.6924000,21.150000000,-2.843915E+001,-139.3589000
105,21.200000000,-2.894820E+001,-74.5319300,21.200000000,-2.696645E+000,136.4319000,21.200000000,-2.761677E+000,136.7330000,21.200000000,-3.565598E+001,-109.0951000
106,21.250000000,-3.239106E+001,-81.5299500,21.250000000,-2.759111E+000,17.8880000,21.250000000,-2.723432E+000,18.4512700,21.250000000,-3.386787E+001,177.1349000
107,21.300000000,-3.335523E+001,-26.4713900,21.300000000,-2.752598E+000,-100.5291000,21.300000000,-2.760076E+000,-100.3334000,21.300000000,-2.737972E+001,-149.6143000
108,21.350000000,-4.848499E+001,-134.2435000,21.350000000,-2.750856E+000,141.2593000,21.350000000,-2.767879E+000,141.3740000,21.350000000,-3.216357E+001,-149.8448000
109,21.400000000,-3.611989E+001,31.7207700,21.400000000,-2.764569E+000,22.6110700,21.400000000,-2.727594E+000,22.8650400,21.400000000,-3.243522E+001,131.2912000
110,21.450000000,-3.698533E+001,131.9978000,21.450000000,-2.744694E+000,-95.8743300,21.450000000,-2.771051E+000,-95.9453000,21.450000000,-2.875702E+001,-153.1977000
111,21.500000000,-3.148457E+001,-133.7504000,21.500000000,-2.728451E+000,145.3593000,21.500000000,-2.775826E+000,145.7032000,21.500000000,-3.657371E+001,-151.4559000
112,21.550000000,-3.847702E+001,-168.6822000,21.550000000,-2.759652E+000,26.9919600,21.550000000,-2.729193E+000,27.1434200,21.550000000,-3.184900E+001,138.5339000
113,21.600000000,-2.922943E+001,-116.8690000,21.600000000,-2.757725E+000,-91.8184500,21.600000000,-2.799933E+000,-91.3970100,21.600000000,-3.000567E+001,-156.1013000
114,21.650000000,-3.762963E+001,-25.4074100,21.650000000,-2.735871E+000,149.7722000,21.650000000,-2.780082E+000,150.0956000,21.650000000,-3.531593E+001,-100.7882000
115,21.700000000,-4.177921E+001,-31.2258700,21.700000000,-2.781589E+000,31.2754000,21.700000000,-2.751729E+000,31.6523700,21.700000000,-3.245356E+001,135.6525000
116,21.750000000,-3.222276E+001,-28.1195900,21.750000000,-2.796749E+000,-87.2478400,21.750000000,-2.769479E+000,-87.0328800,21.750000000,-2.924577E+001,-153.5503000
117,21.800000000,-3.803434E+001,66.2464900,21.800000000,-2.775949E+000,154.3178000,21.800000000,-2.790939E+000,154.4628000,21.800000000,-3.630515E+001,-139.7483000
118,21.850000000,-3.243253E+001,66.5155800,21.850000000,-2.802151E+000,35.8385900,21.850000000,-2.753202E+000,36.0466300,21.850000000,-3.044585E+001,140.1327000
119,21.900000000,-2.877682E+001,-152.1563000,21.900000000,-2.735652E+000,-82.8316700,21.900000000,-2.795884E+000,-82.6576100,21.900000000,-3.546773E+001,-94.2242700
120,21.950000000,-3.400248E+001,-173.9354000,21.950000000,-2.816736E+000,158.7034000,21.950000000,-2.792121E+000,158.8595000,21.950000000,-3.396019E+001,-133.7545000
121,22.000000000,-3.701178E+001,167.4925000,22.000000000,-2.807966E+000,40.2958400,22.000000000,-2.765498E+000,40.3318300,22.000000000,-2.840453E+001,145.5814000
122,22.050000000,-2.994943E+001,-136.8745000,22.050000000,-2.829072E+000,-78.2777600,22.050000000,-2.813445E+000,-78.2930200,22.050000000,-2.994789E+001,167.3865000
123,22.100000000,-3.249531E+001,20.9163600,22.100000000,-2.739362E+000,162.9518000,22.100000000,-2.815619E+000,163.2557000,22.100000000,-3.699173E+001,-48.2944500
124,22.150000000,-3.140194E+001,8.4138260,22.150000000,-2.817020E+000,44.2383500,22.150000000,-2.803297E+000,44.5951300,22.150000000,-2.806883E+001,140.5660000
125,22.200000000,-3.403904E+001,145.9235000,22.200000000,-2.770179E+000,-73.8755600,22.200000000,-2.800979E+000,-73.6569400,22.200000000,-3.834713E+001,166.6034000
126,22.250000000,-3.002145E+001,78.4770800,22.250000000,-2.828106E+000,167.4828000,22.250000000,-2.814914E+000,167.5708000,22.250000000,-3.039888E+001,-59.0548100
127,22.300000000,-3.020921E+001,79.2405800,22.300000000,-2.848256E+000,49.0247400,22.300000000,-2.816751E+000,49.2417800,22.300000000,-3.074910E+001,135.9393000
128,22.350000000,-3.159033E+001,154.2692000,22.350000000,-2.838619E+000,-69.3898100,22.350000000,-2.828251E+000,-69.1773800,22.350000000,-3.134223E+001,-132.9333000
129,22.400000000,-4.023772E+001,45.7594500,22.400000000,-2.787086E+000,172.1748000,22.400000000,-2.823255E+000,172.0187000,22.400000000,-3.645739E+001,-28.7544600
130,22.450000000,-4.306194E+001,-130.0931000,22.450000000,-2.792510E+000,53.4144100,22.450000000,-2.829800E+000,53.6432600,22.450000000,-3.043696E+001,136.5724000
131,22.500000000,-3.304739E+001,19.0998500,22.500000000,-2.784945E+000,-65.2824400,22.500000000,-2.822333E+000,-64.7068300,22.500000000,-3.012070E+001,-130.8405000
132,22.550000000,-3.003066E+001,29.0106400,22.550000000,-2.795945E+000,175.9808000,22.550000000,-2.828876E+000,176.5481000,22.550000000,-3.252499E+001,-25.6447200
133,22.600000000,-3.074737E+001,14.8063400,22.600000000,-2.864024E+000,57.4949700,22.600000000,-2.805460E+000,58.1035100,22.600000000,-3.191359E+001,140.5226000
134,22.650000000,-2.912443E+001,38.0547300,22.650000000,-2.908575E+000,-60.7674000,22.650000000,-2.831817E+000,-60.3976100,22.650000000,-3.060943E+001,-115.1183000
135,22.700000000,-3.421050E+001,68.4583700,22.700000000,-2.860955E+000,-179.0631000,22.700000000,-2.834538E+000,-179.1295000,22.700000000,-4.338474E+001,-61.4553300
136,22.750000000,-3.274800E+001,106.7328000,22.750000000,-2.848143E+000,62.4175600,22.750000000,-2.864256E+000,62.3651100,22.750000000,-2.950949E+001,155.1646000
137,22.800000000,-4.003546E+001,-51.9325700,22.800000000,-2.818877E+000,-56.0819200,22.800000000,-2.864222E+000,-55.9437300,22.800000000,-3.193294E+001,-113.8769000
138,22.850000000,-3.348819E+001,42.2088100,22.850000000,-2.778432E+000,-174.7157000,22.850000000,-2.856536E+000,-174.6661000,22.850000000,-3.570817E+001,-15.5762800
139,22.900000000,-3.554613E+001,-99.2767900,22.900000000,-2.873885E+000,66.5352500,22.900000000,-2.868480E+000,67.0133100,22.900000000,-2.834480E+001,168.2820000
